project_scale_index	budget_adequacy_ratio	schedule_pressure_index	team_capacity_index	team_experience_score	domain_familiarity_score	requirements_volatility	requirements_clarity_score	scope_complexity_index	stakeholder_alignment_score	change_request_intensity	process_maturity_score	sprint_discipline_score	decision_latency_index	risk_management_maturity	client_engagement_score	technical_complexity_index	integration_risk_index	automation_maturity_score	toolchain_reliability_score	legacy_dependency_index	regulatory_risk_index	domain_criticality_index	external_dependency_risk	time_to_market_pressure	resource_stability_index	risk_tolerance_index	overall_uncertainty_index	label
0.294663396	0.118467539	0.874217725	0.905413061	0.263055489	0.736388048	0.926107141	0.937911981	0.306778423	0.522106693	0.709814741	0.907218298	0.505032549	0.287433018	0.297637945	0.674206452	0.88131618	0.509624933	0.913100621	0.316051226	0.687281508	0.47175941	0.72106885	0.899456065	0.904007089	0.333840524	0.314588836	0.49602397	DevOps
0.524466684	0.687017423	0.683669876	0.509278253	0.284781374	0.294731009	0.890699186	0.303452965	0.495319528	0.666918864	0.089356798	0.930311442	0.899222217	0.898472364	0.459687737	0.52601648	0.50786319	0.492118967	0.133883732	0.489439834	0.703029994	0.925561042	0.502672154	0.508648681	0.920724426	0.692309546	0.520818543	0.522948708	V-Model
0.308143786	0.288719561	0.725246332	0.653248145	0.838530725	0.471045283	0.900210268	0.317121945	0.707046024	0.708168662	0.100211836	0.899488477	0.48364932	0.309716277	0.899585091	0.269883055	0.111944379	0.713160824	0.904372153	0.533692876	0.917946429	0.873216838	0.309124326	0.885591559	0.248914807	0.888564778	0.094137008	0.905420252	Spiral
0.476432535	0.908459127	0.062918846	0.473150593	0.477599207	0.08588356	0.102474759	0.696967227	0.70184303	0.304119268	0.706326944	0.11093882	0.494216484	0.673863393	0.718424227	0.510819025		0.929605389	0.488628736	0.142128064	0.903436344	0.888626993	0.946404562	0.869414589	0.13746332	0.096111462	0.725204144	0.700645128	Spiral
0.3064136	0.491111454	0.867582302	0.076878479	0.510046053	0.124784697	0.472876164	0.897741825		0.496290395	0.690364406	0.519079575	0.544766941	0.688008622	0.868048876	0.89578554	0.115161547	0.715681859	0.0952563	0.16196484	0.278532848	0.275839632	0.103439439	0.929723548	0.068466669	0.716435496	0.67043773	0.490464077	Hybrid
0.891587396	0.494704257	0.28854847	0.118222078	0.91758421	0.297750752	0.721041542	0.27546228	0.093038695	0.105818551	0.481147858	0.904353199	0.682854392	0.708883161	0.722278928	0.095828566	0.913826723	0.936271285	0.533601912	0.493089426	0.103090134	0.886832541	0.660424682	0.666440588	0.080149095	0.888098128	0.850278577	0.72565404	Spiral
0.079200291	0.310520207	0.905467212	0.888686859	0.667717679	0.302516458	0.690121192	0.66504693	0.520332328	0.081267779	0.580627902	0.714410467	0.715867874	0.519572777	0.451542632	0.690598987	0.905748112	0.896097893	0.472430881	0.10233273	0.533511648	0.292570245	0.698370167	0.908247952	0.878298983	0.101502161	0.918875888	0.89238108	DevOps
0.72020286	0.317983359	0.268289011	0.702345947	0.285095932	0.282038499	0.294375605	0.497852951	0.715346282	0.470010409	0.098881208	0.909485599	0.313067068	0.689987357	0.704609687	0.11720455	0.094737539	0.100556285	0.660377742	0.284274445	0.707020703	0.055337395	0.493647297	0.105233818	0.494316386	0.890411583	0.90757471	0.126183742	Waterfall
0.895488411	0.128623016	0.503086363	0.508635224	0.114283669	0.063498726	0.872452938	0.707546501	0.910530838	0.327842331	0.512633906	0.303239768	0.283748371	0.090074868	0.089338224	0.716599783	0.708253685	0.683235887	0.527171898	0.264951893	0.695024377	0.690896584	0.127411925	0.895797172	0.307669239	0.507488023	0.920526302	0.919096541	Agile
0.317007547	0.893159119	0.515882223	0.287745209	0.289252489	0.317665809	0.883079514	0.71299245	0.483388781	0.271890585	0.312659877	0.512483187	0.894299444	0.534196211	0.905620036	0.310009056	0.132779868	0.710814385	0.693076168	0.112750071	0.325246329	0.919830214	0.081428697	0.298933046	0.870675504	0.308554879	0.498218431	0.507921874	DevOps
0.100357426	0.675652108	0.111927437	0.100948641	0.900912323	0.938043296	0.914181592	0.717902145	0.141072087	0.519231347	0.279902491	0.088582905	0.901793605	0.707166709	0.493818178	0.09305194	0.700752018	0.506439218	0.897801126	0.280839165	0.528334833	0.121000087	0.895751081	0.48681102	0.896733315	0.704765762	0.898078225	0.686212334	DevOps
0.121742844	0.520352948	0.684638571	0.09891355	0.303284675	0.30416711	0.096137455		0.319016625	0.917085267	0.540558202	0.927942459	0.501741172	0.91731379	0.906275855	0.324255239	0.324551804	0.708329952	0.879717342	0.696329043	0.683379995	0.109650881	0.507783708	0.298258121	0.290920281	0.693299056	0.479837423	0.722805346	Waterfall
0.307125014	0.530438367	0.50255105	0.723827716	0.273405915	0.295815724	0.893766325	0.30684867	0.719280699	0.492908295	0.509883363	0.93185305	0.2886861	0.328738643	0.92251127	0.892300484	0.915524027	0.940007117	0.893963243	0.090912575	0.501447092	0.727158907	0.928018226	0.485586853	0.471894495	0.708185429	0.509836439	0.300183292	Agile
0.29470676	0.907190118	0.505075274	0.721584069		0.707099453	0.891810531	0.499899248	0.705021749	0.891799282	0.076809303	0.087623605	0.703692999	0.327783031	0.298323785	0.305789851	0.880840205	0.721379517	0.690433661	0.681675983	0.281088797	0.297012125	0.719330102	0.702766465	0.087038322	0.903487641	0.895209442	0.914395339	Agile
0.914555417	0.706580156	0.885771635	0.705621184	0.086763284	0.08450675	0.889944367	0.293002096	0.512689987	0.292521315	0.470852448	0.682440911	0.083760854	0.48664637	0.512926033	0.703683891	0.479016217	0.119156846	0.693278173	0.113837809	0.514671473	0.109404224	0.522783421	0.09190503	0.317715583	0.935515631	0.517221788	0.914967642	Agile
0.906141061	0.486935797	0.897246468	0.110190208	0.933308102	0.327963207	0.873535392	0.10529261	0.706401406	0.330504165	0.082578616	0.281612367	0.524052165	0.726197021	0.293573285	0.07304326	0.319108657	0.915376565	0.524793539	0.507829605	0.310947445	0.887973702	0.916630038	0.900950227	0.101825759	0.061988051	0.714045622	0.739853542	Hybrid
0.4905575	0.49538012	0.313635129	0.114140877	0.269899933	0.29975765	0.903194878	0.306793508	0.313199867	0.264478306	0.488179772	0.0981221	0.897779507	0.114797681	0.30296988	0.31056572	0.888609565	0.506625259	0.109259599	0.506467011	0.908954766	0.136421452	0.099227082	0.282162071	0.693589729	0.12646595	0.499350251	0.28248787	Agile
0.702436811	0.300529763	0.489302953	0.67333861	0.098799059	0.525778382	0.698517778	0.474692087	0.285587541	0.91962874	0.323178412	0.957396422	0.491502141	0.075540487	0.079585619	0.50769895	0.528003828	0.939215047	0.715665475	0.466243895	0.730651671	0.126035027	0.50159983	0.714329604	0.891731243	0.31028681	0.890748159	0.086894269	DevOps
0.497787603	0.87811424	0.889332076	0.530388306	0.499136368	0.901728259	0.890520596	0.27982172	0.290810465	0.67791901	0.889015554	0.089978441	0.888042018	0.34004926	0.707592688	0.913465649	0.103002245	0.903782551	0.300672351	0.705032831	0.697398991	0.679170215	0.271152553	0.278170818	0.713218706	0.309473415	0.730906822	0.113841116	Agile
0.087592935	0.710003623	0.293515941	0.111357184	0.713300173	0.698802613	0.299381459	0.496635173	0.072605385	0.493389287	0.905294483	0.48476422	0.942451527	0.48529297	0.284172088	0.488037448	0.093517845		0.694755621	0.738016971	0.100623741	0.115169076	0.931116871	0.314644262	0.689922485	0.30118757	0.330838709	0.701090594	DevOps
0.330717474	0.272381582	0.324910983		0.293992105	0.084714181	0.467703168	0.313657422	0.897346891	0.085423051	0.698556731	0.302777014	0.311245562	0.727481253	0.888602478	0.303167538	0.864489392	0.708016442	0.939975524	0.705641044	0.485112257	0.059066429	0.511341914	0.904550686	0.06134012	0.096842004	0.109765744	0.87435742	Spiral
0.111409595	0.097477612	0.097960196	0.311965127	0.70843714	0.709089895	0.103414696		0.08884304	0.127953287	0.709746836	0.687215424	0.697219055	0.49876934	0.686689167	0.507667281	0.065258742	0.481099364	0.515325119	0.274700167	0.108575786	0.879279382	0.705098814	0.096677054	0.88416333	0.140682671	0.720126386	0.478981617	V-Model
0.096128667	0.108758833	0.499652688	0.331294467	0.305359534	0.47668853	0.29474076	0.125936227	0.921549169	0.078889596	0.08719175	0.878229218	0.564437238	0.879091733	0.080411513	0.275255503	0.091390888	0.487143941	0.346011264	0.307170959	0.089519142	0.901492221	0.875125272	0.514747557	0.49269191	0.683929865	0.691806545	0.274020868	V-Model
0.279244619	0.283722072	0.66753525	0.100237063	0.68926529	0.670793994		0.276346165	0.670796674		0.326268679	0.886752831	0.720203618	0.289829994	0.893733103	0.735501338	0.102744333	0.309512356	0.902133159	0.924620097	0.128360887	0.883735705	0.904737126	0.691706303	0.699794898	0.72164522	0.687585644	0.311955521	V-Model
0.720386032	0.063805504	0.696582844	0.097074287	0.305537087	0.315823247	0.311896614	0.929731193	0.105824053	0.285797945	0.099250362	0.127065827	0.690433245	0.098555848	0.102039519	0.684019383	0.131493518	0.30243749	0.482944628	0.868089421	0.517073185	0.731670867	0.098735284	0.861607871	0.13273918	0.5274248	0.873520848	0.105634389	Waterfall
0.488464994	0.296527318	0.06079489	0.516815348	0.884700963	0.515329434	0.123470933	0.778361838	0.91728875	0.322489768	0.723198945	0.693309012	0.703391494	0.07758122	0.10621389	0.08445571	0.933740812	0.499310843	0.512452778	0.892681749	0.698355525	0.925527516	0.647336706	0.529219926	0.512563933	0.10614435	0.138348653	0.300554449	V-Model
0.526833395		0.870639622	0.721260718	0.922450272	0.907352478	0.119941433	0.739610916	0.097970612	0.914037467	0.665340942	0.521444373	0.884606211	0.862062539	0.29248513	0.056340513	0.908594914	0.925889144	0.692810096	0.116935243	0.702634399	0.120547241	0.49310522	0.917548833	0.519294591	0.474167631	0.098319025	0.150912521	DevOps
0.507634493	0.501312933	0.092349255	0.685938676	0.924133091	0.890829321	0.09176016	0.280012876	0.694201047	0.892468954	0.9017105	0.126308302	0.089591839	0.49885407	0.100616292	0.511755034	0.076934529	0.515531226	0.300964167	0.86689136	0.657077172	0.083398573	0.672258234	0.11612892	0.877803727	0.897878467	0.29584247	0.707688235	Hybrid
0.067012959	0.70874038	0.915813147	0.496177878	0.909962244	0.075364204	0.904876354	0.683208179	0.322217238	0.725216496	0.90627128	0.316825139	0.890107794	0.090097918	0.503711235	0.719060468	0.953231096	0.709030441	0.707885539	0.894656349	0.457062486	0.113081488	0.908191381	0.509802032	0.103396625	0.527974593	0.481003568	0.87393987	Agile
0.112225175	0.697653031	0.526592046	0.285313594	0.50057157	0.303235554	0.125121353	0.66711426	0.901684384	0.060210969	0.140606504	0.334245338	0.505511964	0.303521525	0.2924102	0.258061975	0.097402479	0.710693633	0.278176392	0.864284437	0.319898996	0.926793486	0.920077572	0.101537939	0.889608147	0.502844821	0.881699332	0.437853385	V-Model
0.890800931	0.290414979	0.304842195	0.895568189	0.296273306		0.894444112	0.69879739	0.727043415	0.519546612	0.045452718	0.698802257	0.919539876	0.716242592	0.90946581	0.711846351	0.094427827	0.554822999	0.905951358	0.525987404	0.85771526	0.92335869	0.507391973	0.090366699	0.289787195		0.494414377	0.275138212	DevOps
0.490579453	0.900394386	0.684977447	0.870823644	0.124570771	0.280876009	0.896063972	0.690994942	0.695683282	0.910782915	0.284762837	0.905302834	0.297629153	0.271892352	0.511529957	0.891261986	0.090481761	0.910159391	0.888194288	0.520876985	0.486314582	0.911994681	0.721780463	0.294279793	0.676322441	0.316832285	0.296629857	0.306161736	DevOps
0.521898479	0.088427954	0.501525559	0.880472845	0.486545437		0.911311817	0.884662744	0.699158867	0.700008847	0.892231005	0.280273451	0.868246986	0.506835041	0.500484423	0.277068675	0.727249387	0.883418796	0.51139634	0.899596709	0.135112021	0.072717574	0.887084108	0.093980077	0.914428264	0.544727359		0.080716537	DevOps
0.102351129	0.282686973	0.913549755	0.716137559	0.071973878	0.110159411	0.68628632	0.091423443	0.289897042	0.138218923	0.290399332	0.68927174	0.514460748	0.696353794	0.862829506	0.899639805	0.882655145	0.908378191	0.681181313	0.682364507	0.915724991	0.919467149	0.276854308	0.92646533	0.654174142	0.30825457	0.096054291	0.299712088	DevOps
0.270639334	0.31501149	0.941669764	0.5169821	0.316222766	0.941178974	0.089742028	0.086399618	0.928532918	0.708932515	0.717100697	0.490151541	0.52462876	0.491928468	0.503528719	0.29450264	0.304819952	0.718411803	0.495982293	0.490734879	0.108749681	0.491992152	0.115555069	0.440786107	0.711080384	0.70141801	0.665411385	0.322521025	Hybrid
0.501536362	0.692153377	0.293739174	0.49927612		0.08226605	0.346807057	0.693426039	0.728070908	0.318080796	0.126733374	0.879768975	0.294909962	0.879103483	0.312175238	0.469213201	0.896553425		0.126973904	0.705394206	0.306332884	0.677900759	0.898853852	0.299312363	0.914097629	0.121456796	0.704312175	0.318302527	V-Model
0.270601315	0.733507458	0.314223301	0.099750397	0.27858751	0.670057865	0.106785954	0.867006957	0.096872432	0.687961094	0.689436777	0.097720104	0.852608761	0.870556982	0.907026714	0.098505412	0.900749401	0.317363544	0.290757568	0.303010467	0.097574764	0.923570461	0.676683333	0.312172746	0.506124625	0.48478802	0.106111006	0.082700598	Waterfall
0.520906054	0.939335812	0.522892044	0.288534718	0.323528016	0.490601383	0.093841399	0.715220392	0.335668027	0.097094322	0.903110258	0.899631736	0.918611942	0.721139891	0.896785203	0.344599581	0.073771692	0.139605857	0.50833797	0.681306207	0.091007973	0.655673519	0.311562465	0.139562728	0.092735968	0.677024527	0.899062956	0.519452105	Waterfall
0.693427117	0.112364145	0.67847616	0.078038058	0.110914157	0.099717499	0.295800233	0.683083396	0.884110625	0.339733308	0.311902247	0.484973558	0.268814998	0.290855212	0.902115435	0.305484226	0.889611413	0.076664683	0.487717275	0.099774031	0.704304024	0.086945748	0.122461384	0.898651059	0.094072217	0.675857769	0.114273802	0.544352583	Hybrid
0.283457374	0.521742561	0.318551256	0.698905538	0.889938376	0.096497753	0.889105531	0.115835674	0.695990788	0.894677066	0.92374536	0.911229473	0.094234112	0.71234579	0.694234917	0.506499729	0.880491007	0.700806445	0.899242201	0.108049488	0.686978758	0.675971235	0.906256606	0.86737126	0.503142476	0.097812265	0.90388204	0.231728342	DevOps
0.288467962	0.08025128	0.317131018	0.87517057	0.296120394	0.475163032	0.104097355	0.694637287	0.887894042	0.258906244	0.493469641	0.085959517	0.075018715	0.540997309	0.499488816	0.275623875	0.900008905	0.310604873	0.916649902	0.532391549	0.473057355		0.261402181	0.883157579	0.258130629	0.051269763	0.699536604	0.098880003	Waterfall
0.90348575	0.902461289	0.521781467	0.115137352	0.699438447	0.532301959	0.684432228	0.307935995	0.329454596	0.097731748	0.895937431	0.703532239	0.907527569	0.111383007	0.292258092	0.89122332	0.115507339	0.734551453	0.69636647	0.084715395	0.286351557	0.876518823	0.553965306	0.879357641	0.880125798	0.70986648	0.902286432	0.144752293	DevOps
0.300118245	0.507468228	0.866918194	0.928328586	0.732027064	0.525480797	0.684726789	0.52595535	0.083300055	0.066851396	0.513041929		0.078427135	0.912848377	0.072935361	0.863331916	0.504064119	0.121664999	0.089464443	0.496296527	0.718489581	0.729605778		0.11168752	0.694153111	0.514514685	0.884699359	0.10591409	Hybrid
0.099495249		0.317361079	0.303046809	0.471259633	0.115712886		0.89351322	0.514849759	0.302210366	0.07644717	0.483025512	0.134948976	0.523228553	0.709690803	0.07781712	0.923620805	0.324227854	0.284303671	0.291402545	0.506755067	0.912237154	0.913151202	0.70252056	0.481561511	0.683731976	0.467825542	0.092761699	V-Model
0.089739331	0.334015063	0.539956482	0.279025839	0.708246826	0.12058131	0.281747771	0.467006624	0.890929068	0.52491631	0.292883474	0.713462017	0.725810283	0.88398637	0.674812462	0.295950537	0.497026449	0.101992113	0.691776502	0.905880224	0.718073826	0.536787214	0.30046717	0.10135518	0.299850943	0.515602376	0.260854135	0.266156641	Hybrid
0.470052443	0.287143861	0.488381954	0.530529312	0.691107246	0.669948582	0.90297896	0.479246105	0.70303077	0.711874999	0.048433205	0.887166249	0.679270833	0.721738671	0.081862611	0.712358636	0.09799811	0.693897393	0.88566779	0.532923947	0.871729314	0.89913686	0.514904688	0.481169855	0.504507331	0.105423701	0.51901977	0.304461533	DevOps
0.484241597	0.515951121	0.893397869	0.925167807	0.703071462	0.93080883	0.303741332	0.070824139	0.838580675	0.504131369		0.079524185	0.899301239	0.518520917	0.887113811	0.094748663	0.907074016	0.91216748	0.071012534	0.308549899	0.306174346	0.698678389	0.917584167	0.478000965	0.91674007	0.314957845	0.091345313	0.296355848	Spiral
0.329923302	0.088801758	0.47808537	0.498051631	0.268759929	0.309097539	0.093727992	0.915947547	0.07479436	0.685169247	0.50103396	0.070708638	0.706026777	0.903339767	0.496190702	0.313982516	0.888517226	0.104662807	0.680670655	0.87011216	0.9028392	0.911316032	0.898277377	0.464521647	0.454786824	0.880800236	0.296191386	0.878164038	V-Model
0.333896499	0.911443727	0.334203436	0.704226661	0.304472424	0.884009891	0.108276663	0.86781875	0.519975782	0.085076762	0.300244103		0.495140244	0.499354131	0.295373357	0.90101617	0.705628535	0.112270591	0.915671184	0.508167629	0.484860696	0.693056304	0.693078692	0.717061866	0.286960357	0.918277665	0.701285403	0.136649116	Waterfall
0.852168704	0.691108841	0.724744276	0.497419693	0.121832212	0.066402124	0.097827887	0.699300528	0.700620693	0.33761793	0.300193854	0.89544723	0.291331611	0.299647794	0.500727983	0.120228318	0.925771148	0.061452172	0.293390283	0.307660046	0.289638809	0.886719864	0.123990823	0.126842247	0.1235974	0.083017861	0.66873078	0.900565967	V-Model
0.518557197	0.492296876	0.507429664	0.27734043	0.509130754	0.281593646	0.102774576	0.28196738	0.713332932	0.89013188	0.907921359	0.917642986	0.498782739	0.296599887	0.889197045	0.917941695	0.909182353	0.317043706	0.907709218	0.318706522	0.256345737	0.335237227	0.073860661	0.903432923	0.901927787	0.493413866	0.263137305	0.908720229	Spiral
0.898607325	0.488752291	0.705305218	0.113348295	0.707622534		0.936110606	0.081500672	0.509643127	0.246115708	0.093741234	0.080426819	0.486167187	0.711093804	0.079985147	0.746113136	0.124826489	0.132295974	0.480626511	0.90708407	0.093469414	0.083521596	0.888498527	0.300401581	0.891941232	0.076506813	0.109694093	0.904972172	Agile
0.083121618	0.68966609	0.913129	0.305750542	0.111775552	0.085059775	0.889229156	0.878813061	0.299341314	0.48998132	0.927597207	0.075335497	0.114278907	0.902562845	0.871260191	0.900496106	0.898213462	0.509693554	0.697910148	0.502889733	0.303087984	0.116511065	0.298326332	0.505660657	0.300579826	0.111971259	0.889747531	0.870567898	Agile
0.698808779	0.511813803	0.712702641	0.313480099	0.260268978	0.112534683	0.684774554	0.102220207	0.885983143	0.69113788	0.305159782	0.878771147	0.921672031	0.722988588	0.345879985	0.899851937	0.484917827	0.493816634	0.539678085	0.681218023	0.892694784	0.886247173	0.930084823	0.311274944	0.298466323	0.521497683	0.090145714	0.31450298	V-Model
0.503851983	0.503300069	0.115938953	0.499281948	0.890870752	0.068963675	0.042894906	0.289222331	0.088856915	0.729092624	0.117649383	0.905352862	0.540355298	0.694061486	0.896499082	0.69235502	0.742049207	0.719591509	0.074200033	0.482587799	0.715110039	0.082143188	0.133875568	0.523975617	0.112486168	0.499761701	0.705911155	0.879220024	Spiral
0.710481065	0.527469294	0.523051644	0.314388588	0.922299254	0.671490197	0.06863572	0.922257723	0.683628334	0.475927309	0.501593392	0.901982022	0.077130168	0.311470392	0.490947201	0.083285365	0.466594008	0.896718198	0.716280098	0.889728387	0.920856097	0.141382308	0.69342155	0.860251007	0.91984292	0.69513646	0.326812735	0.303062778	Waterfall
0.261284621	0.923538035	0.315194598	0.521015047	0.90637433	0.294085841	0.892488476	0.689332298	0.495159063	0.710409904	0.902271148	0.717206944	0.483423294	0.311054868	0.677667617	0.90254773	0.913246326	0.70277545	0.081961377	0.105974537	0.92906185	0.316766622	0.303661737	0.341772801	0.507058445	0.277850054	0.7027988	0.096647391	Agile
	0.117745217	0.891177767	0.688748279	0.680143642	0.900997197	0.095143149	0.518560956	0.504653993		0.284597566	0.877490846	0.890407019	0.119733733	0.097095327	0.278033114	0.129919298	0.302161003	0.88390549	0.719683496	0.719897906	0.909304602	0.09646988	0.701827175	0.702882668	0.926305477	0.309743509	0.888254655	V-Model
0.470410521	0.684494359	0.932289163	0.291153712	0.695596007	0.078727278	0.135685417	0.694078429	0.721811536	0.922136984	0.480893191	0.892332945	0.103417131	0.304535543	0.883543284	0.275502726	0.717058912	0.705755626	0.512429285	0.32514588	0.495962299	0.901752774	0.518929189	0.479874448	0.672762328	0.090672446	0.902064559	0.492977202	V-Model
0.651132902	0.495792582	0.696863174	0.098142322	0.488074199	0.705878118	0.891236508	0.88537593	0.314484997	0.522211764	0.904157217	0.480972823	0.336218868	0.484975692	0.482513226	0.730527267	0.86354203	0.076001708	0.893170054	0.935975828	0.689839859	0.109226242	0.274489922	0.065778748	0.491194204	0.707051417	0.506246528	0.512584909	Agile
0.313356403	0.307716955	0.155201644	0.483946977	0.699495662	0.08481906	0.912995756	0.484658082	0.675833982	0.690547168	0.482878846	0.109377014	0.739430367	0.293935259	0.11099984	0.534131539	0.324312855	0.504983624	0.481965913	0.899419544	0.076764588	0.105885734	0.5042041	0.543561381	0.303233797	0.890459515	0.699521133	0.306082091	Agile
0.299363994	0.277624177	0.879399077	0.088046797	0.929119918	0.900131979	0.114125567	0.889446789	0.680178643	0.460260649	0.103807388	0.673954068	0.113941794	0.520027005	0.295245087	0.720591823	0.689605882	0.322144716	0.299376646	0.894254724	0.893516001	0.150936216	0.904078304	0.120011427	0.702032537	0.696192649	0.495321084	0.094126118	Waterfall
0.299521817	0.517798065	0.500822554	0.893302655	0.328099285	0.886916332	0.516925545	0.914231936	0.905996491	0.918112791	0.328583517	0.926106385	0.307324108	0.319239195	0.265789772	0.903453662		0.315372585	0.302973554	0.286669655	0.290778032	0.900101204	0.882612016	0.259956079	0.895078882	0.487544198	0.693130012	0.667214813	V-Model
0.072011012	0.071783531	0.515681833	0.892501435	0.28510994	0.498358693	0.066999968	0.717160171	0.735538437	0.094150019	0.1037684	0.533245298	0.706488676	0.262254208	0.910768086	0.697773392	0.862478482	0.293126559	0.911644957		0.894209891	0.69836998	0.11630724	0.125089845		0.508980367	0.119133625	0.873792079	Spiral
0.880568319	0.538827175	0.50254621	0.713243031	0.896499543	0.32877752	0.517028812	0.868636489	0.497682525	0.132278451	0.717772434	0.922221848	0.86766481	0.124231678	0.70785138	0.875710856	0.895140043	0.880700494	0.290414943		0.288562453	0.900877966	0.704119894	0.324133244	0.685984888	0.738833138	0.098268556	0.049229736	V-Model
0.875134937	0.086734078	0.537532557	0.094981449	0.892775275	0.895082326	0.114569534	0.878771303	0.489629345	0.107025266	0.900448699	0.692621315	0.687351704	0.290295952	0.905891513	0.301133601	0.706713983	0.697841564	0.89080304	0.097975429	0.312966248	0.913786392	0.124106852	0.094311246	0.486761909	0.705680014	0.672875152	0.932812413	Spiral
0.688891512	0.487846097	0.477024407	0.10875886	0.486228873	0.697255061	0.106461351	0.905398968	0.341958349	0.085574781	0.706934671	0.301148082	0.516445993	0.706282589	0.913136783	0.493339327	0.687061489	0.295852863	0.10466905	0.32905539	0.682715376	0.905176939	0.914525907	0.341563254	0.848152712	0.912200668	0.102707263	0.133530229	Waterfall
0.884040955	0.468051046	0.083873481	0.698941704	0.875294472	0.912124844	0.91363825	0.928883653	0.303110136	0.488444716	0.292543624	0.104201141	0.090566242	0.889344916	0.755824574	0.884539785		0.901289016	0.493422648	0.324547417	0.301007957	0.125644009	0.311511453	0.300341844	0.468256437	0.310563012	0.906961571	0.901820686	Agile
0.691132236	0.901703835	0.902874408	0.095194867	0.681759094	0.864287542	0.304201288	0.526266349	0.084407168	0.503158969	0.089299478	0.092516403	0.731132979	0.082926899	0.88178992	0.504782396	0.91838946	0.541223491	0.500020931	0.127759994	0.075318888	0.084450374	0.903302079	0.51265712	0.468201774	0.079926665	0.13172401	0.321402092	Hybrid
0.283633625	0.307162641	0.086635786	0.888912231	0.535699345	0.467260578	0.048288838	0.884447931	0.49826114	0.470569655	0.724258488	0.302410557	0.069041547	0.882727856	0.291705832	0.480271613	0.90676981	0.491500167	0.284745484	0.67657671	0.729924925	0.906813161	0.110734583	0.893981287	0.114816575	0.909858247	0.518061919	0.107027247	Waterfall
0.511662254	0.486817969		0.13198418	0.490747842	0.096166343	0.692921386	0.919763866	0.495121246	0.917147085	0.509393666	0.921715245	0.510984437	0.33126171	0.881413666	0.52406526	0.883918034	0.706398935	0.07335855	0.117551286	0.891834423	0.312323632	0.480053724	0.874298431	0.082940293	0.284591868	0.940353062	0.89630123	Spiral
0.485922156	0.698592421	0.73689002	0.480278703	0.08958172	0.491503858	0.696962924	0.709060456	0.69494485		0.701605842	0.111191514	0.074942587	0.682309021	0.716153168	0.901390266	0.118854127	0.903838209		0.259930089	0.505299455	0.098733804	0.506651377	0.321845926	0.710854131	0.65767771	0.518402504	0.539994535	Agile
0.084759042	0.295125102	0.729129222	0.893917806	0.509695262	0.879004175	0.502419956	0.321847389	0.28478978	0.918615389	0.675994396	0.907949764	0.920335474	0.297713364	0.493868852	0.096914369	0.887202082	0.92673088	0.889780053	0.080828613	0.699099329	0.906797609	0.273447631	0.089036982	0.922993769	0.486070877	0.484490134	0.498878623	DevOps
0.085448562	0.705840746	0.085116346	0.50570513	0.472026677	0.743122758	0.326556327	0.8892324	0.892992553	0.869094584	0.68225429	0.124358892	0.743404455	0.529400468	0.905144115	0.084709283	0.075873832	0.885069493	0.891782011	0.069290628	0.119764623	0.687534642	0.071771663	0.101592924	0.508082793	0.70920054	0.728797086	0.919690041	Spiral
0.73089532	0.283017268	0.094963011	0.101408913	0.908636824	0.905731767	0.07189612	0.105577337	0.655252692	0.318197217	0.678923771	0.725801765	0.301998367	0.696378256	0.870521786	0.321032281	0.916964866	0.128577782	0.4951136	0.710500893	0.332419068	0.674502399	0.89973866	0.256041903	0.087356125		0.124548587	0.907629328	Spiral
0.302284546	0.512140615	0.538677109	0.51803156	0.523026018	0.297892342	0.875490158	0.68435536	0.506163587	0.686608364	0.06045789	0.498316916	0.914966969	0.319623772	0.687076533	0.280218431	0.923452695	0.894078107	0.894319069	0.710212921	0.547563429	0.142932148	0.515042254	0.075017295	0.271902918	0.104613092		0.276698168	DevOps
0.721967329	0.286551789	0.107534176	0.670356981	0.147506352	0.901091929	0.285255097	0.65237786	0.487095932	0.691079425	0.143169527	0.116316252	0.691583224	0.703200855	0.10605864	0.875806877		0.912061791	0.472450573	0.654440782	0.291184903	0.102564358	0.900770321	0.888137329	0.903508443	0.122397384	0.913584334	0.112755126	DevOps
0.308331335	0.320696495	0.700191992	0.933544111	0.508905341	0.872249903	0.123546382	0.267974699	0.308403876	0.905803364	0.900526739	0.878825595	0.104510562	0.932554097	0.115644344	0.497276219	0.106813606	0.877715493	0.708538218	0.321139497	0.511083497	0.67059877	0.305042152	0.927471653	0.66567004	0.067497677	0.292484037	0.693788217	DevOps
0.695420535	0.93169141	0.10291273	0.915327378	0.499051374	0.896189915	0.725313875	0.909276155	0.505547847	0.123519721	0.498931177	0.887026956	0.525695578	0.323979888	0.727460583	0.701364465	0.104544886	0.125074766	0.716045573	0.713649135	0.921349597	0.108355377	0.322012246	0.681633477	0.283940569	0.703918936	0.318885306		Waterfall
0.295546992	0.687372768	0.890277661	0.896079171	0.458288313	0.936551525	0.72252347	0.689427452	0.693880445	0.158604785	0.666742139	0.478689729	0.905765391	0.305936795	0.32381815	0.09487697	0.881080719	0.519873621	0.917587063	0.88340907	0.482496371	0.90153088	0.330064897	0.252853885	0.703695033	0.31491114	0.290680923	0.104296918	DevOps
